Geneid	length	lib13	lib14	lib15	lib16	lib17	lib18	lib19	lib20
DDB_G0285823	1521	7.70226	6.82201	67.317	61.4547	32.8431	31.9695	8.50101	9.67698
DDB_G0285825	468	12.7321	8.6941	4.90887	4.5861	2.09732	1.68385	0.706986	1.46906
DDB_G0285827	1002	4.60066	3.42089	13.1399	14.4536	12.0439	13.0447	3.70268	3.37611
DDB_G0285829	954	3.64572	3.47056	6.11896	4.27827	1.71134	2.27351	1.38547	1.02972
DDB_G0285831	522	22.1812	18.3217	11.6733	5.79647	2.72318	2.29477	1.84076	1.02338
DDB_G0285833	246	1.96087	2.19786	11.7084	15.5478	55.8724	92.2343	2872.82	2969.75
DDB_G0285835	1953	0.0296496	0	0.0257121	0	0	0.0317946	0	0.0536201
DDB_G0285837	6603	2.26272	1.4248	5.26312	5.21032	4.26851	5.06416	2.48196	2.96054
DDB_G0285839	1323	0.0405705	0.0146488	0	0	0.324484	0.301836	0.44442	0.618971
DDB_G0285841	539	0	0	0	0.0919578	0.0610268	0	0.16052	0.324262
DDB_G0285793	642	1854.59	2291.05	3329.74	4503.19	6424.98	5456.36	234.816	227.681
DDB_G0285795	900	0	0	0	0	0.0102055	0	0.0277862	0
DDB_G0285417	1083	7.75209	5.5735	10.0724	10.25	11.1782	11.7829	4.82827	4.66956
DDB_G0285419	1653	22.7008	19.5704	607.004	574.884	306.839	404.923	68.1058	63.2151
DDB_G0285421	3492	1.01333	0.923279	47.6167	52.2318	27.2015	34.5025	12.2819	17.3819
DDB_G0285423	1833	0.0553044	0.0199816	2.82927	3.70359	0.658626	0.377134	0.0711958	0.0700737
DDB_G0285425	1038	21.7548	20.9193	74.1665	85.8466	82.4405	80.8632	60.8738	58.6791
DDB_G0285427	2583	4.15901	2.9749	11.9289	10.7026	14.0151	13.5832	8.44829	7.80204
DDB_G0285429	1284	15.1326	15.646	21.807	15.9066	6.78642	6.59359	8.05764	5.74885
DDB_G0285431	1368	0.155407	0.239189	41.5894	32.0461	4.96607	5.1538	0.747134	1.11769
DDB_G0285433	720	12.3383	9.46636	33.7026	32.6856	39.1773	39.6029	17.5148	14.6472
DDB_G0285435	4929	3.31164	2.27222	6.12053	7.1807	5.99095	7.07044	9.76561	14.1373
DDB_G0285437	969	4.38651	2.81546	14.4964	18.4182	14.9323	12.7653	64.9765	74.2961
DDB_G0285439	2421	4.10516	2.62219	10.2354	10.6693	5.82766	6.19479	4.3677	4.71108
DDB_G0285441	216	0.841547	0	0	0	1.71598	3.49922	9993.49	12127.3
DDB_G0285443	219	0	0	0	0	3.11572	0	8740.26	10610.5
DDB_G0285445	3537	0.251016	0.164758	1.23982	1.08449	0.358767	0.39472	2.73617	2.97661
DDB_G0285447	918	5.13293	3.62866	33.6159	31.6409	16.4489	14.1444	36.5988	30.6526
DDB_G0285449	2241	0.669459	0.613286	2.92303	3.17826	2.2238	2.27096	1.53011	1.75261
DDB_G0285451	3177	8.30645	8.23528	13.6144	11.4611	6.09217	6.79934	9.83271	9.97666
DDB_G0285453	1131	12.5495	8.74148	51.9407	64.0696	52.152	55.8136	36.7535	37.1377
DDB_G0285455	585	101.292	76.4027	275.201	316.082	105.772	88.8925	18.1134	17.9689
DDB_G0285457	261	3.28	1.63628	4.27798	4.70201	1.49174	2.4948	0.348426	0.994465
DDB_G0285459	786	22.1936	19.4513	32.9351	20.4834	5.42235	6.7914	7.33992	6.09649
DDB_G0285461	1341	5.62329	4.59731	47.043	48.78	27.7298	30.2022	12.174	9.71221
DDB_G0285463	2076	3.27636	2.6723	24.968	22.9571	7.22868	10.2213	13.2887	7.90198
DDB_G0285465	2025	7.84162	7.01324	14.1888	8.49013	6.75209	8.32328	5.59996	6.55609
DDB_G0285467	1449	6.2784	4.9259	4.63807	2.78731	5.92031	5.94386	11.5278	11.0597
DDB_G0285469	222	0.31045	0	17.7172	42.7653	97.9086	155.821	14.5886	10.9599
DDB_G0285471	327	33.4622	18.1291	8.42929	14.0747	9.92131	6.09825	1.42222	1.39774
DDB_G0285473	510	1.74172	1.70978	4.20656	5.44507	5.3572	4.79081	0.481565	1.30844
DDB_G0285477	282	0	0	22.8807	27.4981	5.68217	2.41663	0	0.684375
DDB_G0285479	1572	0.224708	0.0810854	0.0946657	0.0167566	0	0.0269878	0.095692	0.0431029
DDB_G0285481	1485	0.0705173	0	0.0418898	0.0442674	0	0.027615	0.0260329	0
DDB_G0285483	4563	0.277328	0.131844	0.906962	0.847841	0.455668	0.59005	0.269245	0.238457
DDB_G0285485	2070	8.80013	6.20637	39.8048	44.6426	31.7778	34.7488	12.4736	10.2627
DDB_G0285487	2205	2.32384	1.38517	3.98086	5.63881	7.20544	8.04428	3.16985	2.30527
DDB_G0285489	387	23.9643	15.9846	9.19275	8.02432	5.61634	5.51931	2.31834	1.46287
DDB_G0285491	807	5.34361	3.63243	9.09793	7.86526	7.38362	6.26148	1.77403	1.21341
DDB_G0285493	1125	6.98242	5.09758	16.6905	20.4953	13.5866	12.5982	4.56141	4.34964
DDB_G0285495	1488	1.46563	0.992846	3.24652	4.5642	3.4566	3.75993	3.85659	3.0299
DDB_G0285497	525	31.0731	22.1963	23.4631	23.1992	11.9282	12.3944	11.2729	11.5316
DDB_G0285499	5034	0.148251	0.0666998	0.104026	0.0459055	0.0144917	0.0071377	0.013512	0.0199339
DDB_G0285501	969	5.20029	4.1149	6.48988	5.64589	3.98195	6.18134	3.11424	2.84995
DDB_G0285503	1293	10.5996	7.95264	19.4589	26.7601	12.7706	14.1685	3.4787	3.36518
DDB_G0285505	1536	164.412	154.799	112.084	98.4521	32.9721	30.5763	65.5822	72.4186
DDB_G0285507	1380	5.53678	4.1909	17.064	19.3566	15.155	14.4075	5.43073	5.62746
DDB_G0285509	1137	10.0031	9.51326	21.8264	24.3835	31.3021	26.4507	22.8803	16.4147
DDB_G0285511	1683	1.39225	1.30055	7.46578	9.11548	12.774	12.913	7.64692	5.65926
DDB_G0285513	465	3.20578	1.96365	11.1235	10.4075	17.9836	18.8408	5.1563	5.94871
DDB_G0285515	1281	8.29533	5.92589	9.5287	5.80404	6.35028	7.72037	3.20744	3.38874
DDB_G0285517	537	4.63979	3.43419	15.5557	17.2655	77.6164	119.187	73.7156	61.8965
DDB_G0285519	867	3.53846	3.34101	27.9	26.8862	7.90516	8.19255	1.88852	2.6271
DDB_G0285521	900	6.23072	3.89321	21.4512	28.4556	16.4248	15.7394	3.88274	4.11822
DDB_G0285523	1380	2.60177	1.74041	8.44101	10.12	4.78983	5.61212	0.938293	0.909912
DDB_G0285525	624	2.57527	1.82601	14.682	14.2989	6.82038	5.71905	1.73376	1.25246
DDB_G0285527	1032	16.0933	10.3981	50.9057	56.4852	24.562	20.9313	3.99214	4.35724
DDB_G0285529	1149	1.40828	0.870979	2.24533	1.65114	0.5428	0.890799	0.392349	0.509459
DDB_G0285531	1200	0.212386	0.0660182	0.646554	0.324167	0.22006	0.125567	0.0168854	0.0332628
DDB_G0285533	912	8.78659	5.53775	55.1009	45.9651	29.0027	33.8417	4.80281	4.16331
DDB_G0285535	1494	0.151708	0.0886789	3.39691	3.95922	1.70594	1.54882	1.35702	1.99752
DDB_G0285537	1056	10.581	6.39498	42.459	46.9348	22.9378	26.016	4.96738	4.05243
DDB_G0285539	1575	3.45628	2.01211	9.38589	8.90495	3.1236	3.98971	2.48832	2.78421
DDB_G0285541	1305	6.07019	5.71923	38.2919	34.0411	24.9189	31.7315	13.2404	12.9639
DDB_G0285543	2157	1.82682	1.29664	0.586196	0.391963	0.0637429	0.125254	0.21972	0.224533
DDB_G0285545	441	13.0516	6.38621	3.58435	3.29072	0.639865	1.21009	1.03452	0.945727
DDB_G0285547	777	0.0969691	0	0	0	0	0	0	0
DDB_G0285549	174	0.500501	1.84838	6.19153	10.2609	15.6489	17.6447	151.589	123.933
DDB_G0285551	180	0	0	0	0.667506	1.77995	3.12367	58.7567	56.8956
DDB_G0285553	822	3.50659	2.67567	34.7792	53.3919	38.2642	29.8947	3.34493	3.10613
DDB_G0285555	1698	0.442607	0.381816	96.1759	121.053	75.5463	81.8828	7.09031	5.0649
DDB_G0285557	840	0	0.0262306	0.21319	0	0.177872	0.201894	0.108394	0.0533207
DDB_G0285559	3711	0.809213	0.441808	2.47679	2.1289	1.11729	0.98644	0.340618	0.403895
DDB_G0285561	435	5431.71	6042.2	4663.32	4337.98	1599.18	1313.24	872.734	814.134
DDB_G0285563	852	0	0.0257253	0.669151	0.776696	43.2511	56.1425	25.5247	8.44127
DDB_G0285565	1143	0	0	0.0301274	0.0236852	0.0209296	0.0200364	0.143621	0.053054
DDB_G0285567	222	0	0.406165	3.43653	3.33236	9.5997	2.74172	18547.9	21434
DDB_G0285569	219	0	0.836064	6.93668	1.49947	4.00593	0.935784	8372.74	9809.49
DDB_G0285575	1182	3.01358	2.62335	4.66563	3.57551	3.98199	4.68062	1.73806	1.86452
DDB_G0285577	1275	0.155013	0.0919262	0.275295	0.265362	0.254827	0.133027	0.109623	0.061696
DDB_G0285579	2958	3.97496	2.11394	3.27402	3.33876	2.03088	2.4958	0.667434	0.609714
DDB_G0285581	3645	1.55845	1.0981	4.9184	6.0529	3.57066	4.31406	2.48301	2.64841
DDB_G0285583	282	0	0	14.7771	19.2244	8.52326	6.04158	0.465977	0.228125
DDB_G0285585	2799	0.212605	0.121051	1.60907	0.616388	0.593177	0.693777	0.419017	0.329748
DDB_G0285587	1170	1.31666	1.27188	17.9161	15.5028	23.0743	21.7549	14.4959	8.67325
DDB_G0285589	3264	4.09314	3.66432	19.3482	20.7716	24.0092	23.6266	17.2623	16.3439
DDB_G0285591	768	14.4859	10.6452	2.46109	2.66465	1.58922	1.08351	1.38292	1.30354
DDB_G0285593	945	2.35812	1.92497	2.84247	2.20528	3.74377	5.12019	7.98209	4.53443
DDB_G0285595	573	23.1119	16.0755	2.02688	2.02466	0.818101	1.04932	0.82909	0.626406
DDB_G0285597	219	18078	20711	3479.69	2538.11	1334.42	1021.41	919.972	674.516
DDB_G0285599	1305	3.08305	2.72557	10.8745	11.0033	7.88825	5.99409	1.75017	1.76849
DDB_G0285601	1500	11.0925	9.35559	22.8627	17.996	42.6376	44.3594	2.46938	1.2789
DDB_G0285603	168	738.344	443.26	382.997	463.339	214.824	269.36	73.97	46.9131
DDB_G0285605	1362	5.67611	3.2108	0.277336	0.44066	0.109564	0.10731	0.216673	0.256029
DDB_G0285607	1086	12.5163	4.35717	4.03014	4.69822	2.08579	1.14115	1.97919	2.13354
DDB_G0285609	2034	0.950851	0.506058	7.72097	6.97978	2.97263	3.86336	1.25534	1.3242
DDB_G0285611	1167	1.94668	0.888434	2.03528	1.95484	1.33019	1.26358	0.891852	0.930169
DDB_G0285613	1338	2.12769	1.71962	3.9662	4.28593	1.19995	1.28474	0.885657	0.828526
DDB_G0285615	768	2.52283	2.23014	41.742	34.3636	15.8584	14.8736	13.6141	17.7342
DDB_G0285617	1431	48.3145	38.5304	80.5748	58.9561	13.512	12.8974	31.813	30.5804
DDB_G0285619	744	22.043	25.6127	69.6563	42.3723	24.053	24.3335	32.0052	31.7668
DDB_G0285621	1665	8.25175	5.60219	20.1936	11.3774	1.53575	1.89225	5.60586	6.11146
DDB_G0285623	801	0	0.0280194	0.579168	0.52125	0.176476	0.173672	0.318121	0.336155
DDB_G0285625	171	3.60437	3.76632	3.15088	1.38159	1.23618	0	0	2.4873
DDB_G0285627	1422	0.383433	0.333123	3.71953	1.41614	0.267239	0.446769	0.564928	0.818877
DDB_G0285629	801	0	0	0.0579168	0.130312	0.14118	0.104203	0.0578401	0.0916786
DDB_G0285631	1872	2.87094	2.1458	14.1154	16.3358	6.56656	6.37302	1.46929	1.65128
DDB_G0285633	780	0	0	1.74709	1.38744	3.13869	3.65863	0.330519	0.444562
DDB_G0285635	3117	1.33962	0.826766	1.51556	1.48072	1.21233	1.24424	1.6232	1.54079
DDB_G0285637	2286	0.143929	0.093486	13.1604	12.2366	5.76455	8.72405	20.1425	35.3397
DDB_G0285639	462	0	0	0.655904	0.486521	0.165533	0.235479	0.0725343	0.0717251
DDB_G0285641	2721	2.56222	1.69123	7.11634	9.54624	3.79974	3.71568	7.31221	7.33544
DDB_G0285643	2148	0.0154231	0.00835076	23.8568	31.6297	56.077	67.0314	37.4692	34.1983
DDB_G0285645	957	0	0	0.179235	0.178581	0.913746	0.529848	29.6968	28.0645
DDB_G0285647	2088	1.72715	1.31891	11.1965	11.0074	4.46943	5.50432	7.17976	7.91098
DDB_G0285649	1197	30.084	23.5753	103.47	116.223	119.634	119.503	56.7099	62.931
DDB_G0285651	183	0	0	12.2092	14.4947	137.272	230.929	29.4522	26.2158
DDB_G0285653	1605	2.67293	1.58391	1.69548	1.59697	1.91204	2.69327	1.02092	1.37897
DDB_G0285655	3402	4.78473	2.84335	8.89804	8.48591	5.72248	6.29808	2.6379	2.82165
DDB_G0285657	1260	2.66475	1.64766	3.36276	2.39379	2.84543	2.50209	1.38451	1.42447
DDB_G0285659	630	0	0	0.0645807	0.187131	1.38848	0.804186	0.29144	0.164439
DDB_G0285661	132	0	0	0	0	0	0	0	0
DDB_G0285663	3456	1.91136	1.86716	10.0529	9.06494	9.31609	12.9911	10.2636	11.8945
DDB_G0285665	3723	0.0106619	0.00917272	0.00932964	0.0299108	0	0	0.0139836	0.0261203
DDB_G0285667	3594	0.0115919	0	0.0295815	0.041235	0.0107555	0.0211172	0.00501936	0.0112379
DDB_G0285669	3756	0.302148	0.177194	2.25868	2.16308	1.15202	1.3675	1.90217	2.2334
DDB_G0285671	555	10.4687	6.44117	17.6438	17.8296	14.0776	15.3125	0.824804	1.22271
DDB_G0285673	255	29.0192	12.2467	0.851877	1.71547	0.995349	0.333198	0.921971	2.06922
DDB_G0285675	774	0.885503	0.441116	0.620517	0.581716	0.0334216	0.0649184	0.212699	0.149862
DDB_G0285677	4140	1.1265	0.733424	2.47457	2.38855	2.67857	2.83063	1.49941	1.6297
DDB_G0285679	1623	17.8665	13.7722	11.0201	6.53006	3.0519	3.41568	3.71414	4.2329
DDB_G0285681	708	23.2118	18.671	52.2631	40.5047	46.1161	55.8504	70.9929	57.7732
DDB_G0285683	996	37.5496	34.8526	55.0096	56.6263	45.0572	43.3973	14.7998	13.7811
DDB_G0285685	1152	0.19142	0.208356	8.3291	6.84381	1.10129	1.26565	0.515483	0.717893
DDB_G0285687	1041	0	0.0197368	0	0	0	0.0215336	0.0404843	0
DDB_G0285689	1908	0.308999	0.257702	1.20325	1.05484	0.60783	0.689329	0.24283	0.210312
DDB_G0285691	975	0.0196907	0.0214831	0.06998	0.0995545	0.144465	0.117439	0.0882509	0
DDB_G0285693	2736	1.9553	1.15696	4.1501	4.45074	1.90017	1.91576	0.837181	1.02821
DDB_G0285695	1572	0	0	0.565966	0.990136	3.23595	3.04416	1.24088	0.658701
DDB_G0285697	1389	0.0635897	0.0138152	0	0.015938	0.351418	0.299347	0.197471	0.31944
DDB_G0285699	1839	1.59788	1.71202	6.58333	7.05879	4.03519	4.08388	2.31024	2.11426
DDB_G0285701	2610	0.379476	0.100955	0.573705	0.72704	0.183843	0.173544	0.0683469	0.100868
DDB_G0285705	3267	3.15026	2.6778	14.1765	15.5229	11.7277	13.7857	6.56739	7.32853
DDB_G0285707	2613	0.0621312	0.0470531	0.165376	0.169943	0.205642	0.245542	0.0955646	0.0873084
DDB_G0285709	1554	6.35266	5.64823	6.34932	3.26195	1.49371	1.52998	2.13349	2.02751
DDB_G0285711	990	6.159	3.01153	14.7518	16.8307	12.0993	12.7033	6.91865	8.01123
DDB_G0285713	756	1.88594	2.58505	11.1018	13.5256	10.526	7.32671	1.13213	1.33403
DDB_G0285715	873	1.98064	1.41852	14.2059	16.4646	12.8507	13.1954	5.58613	5.33048
DDB_G0285717	807	6.81247	5.35159	13.3316	17.2133	11.3111	10.9652	2.26046	1.74957
DDB_G0285719	147	49.3889	43.1913	77.2632	37.6488	24.6023	22.4543	13.2771	4.70327
DDB_G0285721	213	6.50554	3.54241	14.8455	12.1255	4.65238	7.91297	0.945883	0.881212
DDB_G0285723	2304	0.0499402	0.0231688	1.50587	2.97478	0.194407	0.215984	0.0549399	0.216241
DDB_G0285725	1131	12.3211	12.2061	31.3905	25.2663	6.94437	7.65841	5.62219	4.57052
DDB_G0285727	153	0	0	0	0	0	0.637541	0.799586	0
DDB_G0285729	1875	1.07802	0.691247	2.37485	2.17411	0.87677	1.03922	0.465741	0.711963
DDB_G0285731	150	3.11619	2.12623	1.20497	0	0	0	1.64035	0
DDB_G0285733	204	0.375267	0	0	0	0	0	0	0.478099
DDB_G0285735	2166	0.626497	0.372292	1.04356	1.30362	0.308149	0.338379	0.260749	0.306253
DDB_G0285737	222	0.340909	0	0.635927	1.49995	5.91047	0	21630.6	25412.8
DDB_G0285739	999	1.10688	1.01986	9.66411	9.83439	4.77644	5.20689	5.27691	5.87374
DDB_G0285741	519	231.686	184.118	204.527	188.828	144.548	135.238	280.6	286.921
DDB_G0285743	2334	0.140983	0.0456771	0.137221	0.157551	0.0666437	0.114782	0.0618912	0.0381922
DDB_G0285745	1524	0.110433	0.116201	0.219477	0.0941845	0.0860684	0.0817099	0.0944312	0.0630325
DDB_G0285747	8544	0.223303	0.0951112	0.305816	0.278637	0.12871	0.146054	0.0606972	0.0350555
DDB_G0285749	1407	0.889283	0.285686	0.55584	0.8474	0.0752005	0.191555	0.152761	0.109392
DDB_G0285751	2289	0.0790463	0.0155583	0.0382386	0.0268346	0.0170297	0	0.0158121	0
DDB_G0285753	975	0	0.0214831	0.24493	0.273775	0.144465	0.375806	0.661882	0.434861
DDB_G0285757	126	30.9462	24.8875	151.381	150.241	125.764	102.269	28.0596	27.3946
DDB_G0285759	1728	2.0507	1.74258	1.85441	1.84684	0.85849	0.84239	0.468231	0.364423
DDB_G0285761	1560	5.20361	6.15253	58.1872	52.6334	48.1894	64.3428	21.9131	28.4613
DDB_G0285763	1161	2.38566	2.08063	5.94845	4.96854	2.31457	2.7121	1.61933	1.33502
DDB_G0285765	2346	2.16216	1.74103	11.2753	13.9094	11.9758	11.2734	11.2687	12.5221
DDB_G0285767	4125	6.6517	4.36813	28.1484	29.331	15.5662	16.0891	15.8331	14.188
DDB_G0285769	1425	0.217144	0.348808	8.64194	6.45925	2.84123	1.4885	12.1998	9.59424
DDB_G0285771	1413	0.124621	0.083935	3.99492	1.61745	0.104735	0.180121	0.204441	0.426377
DDB_G0285773	1851	1.41906	1.0969	4.0024	2.74306	1.19924	1.98057	1.3501	1.53474
DDB_G0285775	1758	0.341508	0.177935	1.34705	0.975445	0.720364	1.00782	0.210872	0.199114
DDB_G0285779	174	0.500501	0	7.22345	2.05219	75.2352	98.0259	102.444	92.4876
DDB_G0285781	468	0.298875	0.535022	308.939	363.488	1312.44	1414.51	738.164	787.764
DDB_G0285787	207	1920.77	629.877	1663.43	2369.45	701.196	748.481	860.948	793.039
DDB_G0285791	771	0.107918	0.0887116	1.96771	2.61525	0.941256	0.685551	0.397249	0.452139
DDB_G0285319	543	977.387	743.657	1251.64	1373.67	1969.18	2015.75	437.886	472.617
DDB_G0285321	3468	2.80641	1.79137	22.95	31.7905	15.3031	16.4922	7.08605	8.10588
DDB_G0285323	2100	3.67741	3.06627	42.5639	40.1498	29.8526	32.0926	47.1903	46.5849
DDB_G0285325	1953	0	0	0	0	0	0	0	0.0218788
DDB_G0285327	141	0.660579	0	0	0	0	0.600278	0	1.97013
DDB_G0285329	1497	1.37381	1.08691	3.16161	2.63735	5.69131	5.00446	2.69444	2.64007
DDB_G0285331	1137	1.58883	0.847192	2.79309	2.61189	2.61352	2.63166	2.47603	2.24322
DDB_G0285333	846	3.72839	3.03913	22.3365	26.0648	16.6372	13.9908	7.09362	8.15574
DDB_G0285335	1767	0.797681	0.531399	1.89286	2.44765	1.07692	0.955687	0.40321	0.459538
DDB_G0285337	1116	0.929178	0.39749	0.353654	0.292496	0.100648	0.0983677	1.66561	1.42206
DDB_G0285339	1908	1.32906	1.05727	3.21638	2.11034	1.22445	1.36066	10.2274	11.5496
DDB_G0285341	1584	11.2322	8.66898	46.116	71.12	46.4025	43.7482	38.133	44.2346
DDB_G0285343	348	18.0511	14.7769	88.8751	113.532	97.734	77.8408	30.0546	31.6898
DDB_G0285345	228	2521.21	1523.19	15850.1	19406	13296	14354.7	4204.16	3336.5
DDB_G0285347	591	3.28496	1.94824	3.14192	3.11657	0.619597	0.447672	0.925413	0.731192
DDB_G0285349	6810	0.402881	0.268367	0.547314	0.506611	0.204904	0.252407	0.0462766	0.062155
DDB_G0285351	1365	9.53062	6.55981	2.18981	1.62773	0.999022	1.16196	56.6601	57.0552
DDB_G0285353	816	1.49657	1.74741	4.70182	5.23593	9.79994	8.65729	1.15478	1.24991
DDB_G0285355	591	0.0801211	0	3.49896	4.31125	9.39722	10.4954	50.4813	47.0705
DDB_G0285357	1095	129.673	111.11	77.5327	64.1062	88.2495	88.9309	50.6473	54.8658
DDB_G0285359	630	24.2884	22.5435	306.888	246.077	283.851	389.628	113.703	126.659
DDB_G0285361	984	7.19976	7.9389	35.3028	35.4074	36.074	31.3674	6.93094	6.67996
DDB_G0285363	1047	6.81315	5.46616	14.9781	20.2026	13.4816	14.2765	8.01648	8.057
DDB_G0285365	699	28.2719	16.9143	114.011	138.446	82.4993	65.9346	35.9998	33.226
DDB_G0285367	150	0	0	0	0	0	0	0	0
DDB_G0285369	192	2.10451	0	1.71561	1.86626	2.1168	1.16208	22.8643	4.75542
DDB_G0285371	2541	3.84992	3.16757	9.74779	11.9496	8.9773	8.90106	3.88594	3.24861
DDB_G0285373	2568	0.715596	0.698823	3.2681	3.22833	4.27007	4.46887	4.48821	5.0661
DDB_G0285375	1119	3.15859	2.3769	24.0855	26.1309	18.154	17.704	37.2559	37.5011
DDB_G0285377	471	4.1348	3.43464	13.2886	10.5425	16.8806	15.4916	4.39817	3.66047
DDB_G0285379	315	3.43269	0.816308	2.98761	1.75927	0.402495	0.383645	0	0
DDB_G0285381	3315	1.49402	1.35011	6.25221	5.34832	7.37352	9.03287	1.03235	1.03627
DDB_G0285383	138	0	0	0	0.636297	16.7528	19.0788	150.257	88.4497
DDB_G0285385	912	0.0429662	0	0.22911	0.163286	0	0	0	0.0713711
DDB_G0285387	144	3.23664	0	3.6528	3.33698	4.55301	3.71088	6.18056	4.0342
DDB_G0285389	486	5.24479	2.8642	10.0611	11.6208	11.9408	13.7119	2.23442	2.5351
DDB_G0285391	4134	4.25079	3.78355	5.17223	4.16286	3.17819	3.6877	3.37709	4.2994
DDB_G0285393	7494	2.2716	1.54848	4.17409	5.12737	3.08794	3.50076	2.4511	2.59063
DDB_G0285395	339	45.9599	27.1542	95.3803	118.46	69.7839	66.324	18.9322	15.202
DDB_G0285397	1437	1.09947	0.59698	1.66972	1.0863	0.806191	0.904885	0.798796	0.866477
DDB_G0285399	861	67.2802	83.9379	184.806	119.856	160.501	174.869	93.6683	95.1589
DDB_G0285401	2763	4.67148	2.97226	13.3313	16.5281	10.9167	11.7001	7.11981	9.29144
DDB_G0285403	3108	4.63066	3.75972	14.4386	20.0125	10.5289	11.1755	11.0158	14.063
DDB_G0285405	2772	1.50425	0.941257	5.18789	5.06398	4.11634	4.62247	2.31067	3.0247
DDB_G0285407	321	0.525853	0.311527	0.47609	1.11987	0.192143	0	0	0.32531
DDB_G0285409	3579	0.216893	0.0956702	0.400254	0.417342	0.51572	0.743507	1.17868	0.381706
DDB_G0285411	4317	0.275887	0.192141	0.875103	0.87277	0.673491	0.642246	0.218474	0.199282
DDB_G0285413	810	2.1417	1.98614	4.97385	5.07232	2.49996	2.73428	6.91639	7.43844
DDB_G0285415	2673	1.76986	1.2458	3.72536	3.97061	2.00537	2.11295	0.785611	0.746723
DDB_G0285307	1061	18.6954	20.7629	111.933	201.77	75.8319	126.664	96.5266	115.04
DDB_G0285309	2850	0.257302	0.14832	0.843845	0.956585	0.180841	0.157341	0.123815	0.110289
DDB_G0285311	750	94.1861	91.4881	211.933	245.166	185.706	156.787	33.2188	26.2114
DDB_G0285313	5757	0.953728	0.569633	1.46235	1.37171	1.50018	1.89791	0.102828	0.138612
DDB_G0285315	1362	0.0242512	0	0	0	0.0302177	0	0.885179	0.708805
DDB_G0285317	408	0	0	0	0	0	0.130363	0.560537	0.62877
DDB_G0285251	771	38.6077	37.2589	88.019	94.3209	133.692	114.879	93.9035	77.7679
DDB_G0285253	1332	26.2315	26.2398	61.7135	69.1019	59.0126	53.8479	21.625	26.1474
DDB_G0285255	1140	0.210076	0.0175917	23.391	26.9259	0.979154	0.804062	12.4647	18.56
DDB_G0285257	1884	0.42031	0.213024	2.96438	5.98568	3.82813	3.15305	0.680001	0.892424
DDB_G0285259	2052	0.0243468	0.0175811	0.187161	0.131474	1.43614	1.45797	9.02125	7.07415
DDB_G0285261	1266	0.540106	0.386351	0.95899	1.19559	0.257098	0.285181	0.39495	0.373404
DDB_G0285263	2595	0.325531	0.318332	1.59876	1.9537	1.7096	1.68104	1.21057	1.4956
DDB_G0285265	420	88.5436	64.755	233.981	255.315	169.125	157.576	35.3225	36.1295
DDB_G0285267	1443	8.92284	10.5737	16.9172	20.0955	58.219	58.5794	47.1901	49.4606
DDB_G0285269	930	4.45991	3.0407	8.85696	7.50139	6.85796	7.26077	3.36108	3.42873
DDB_G0285271	3114	0.184952	0.106697	0.13665	0.102066	0.0363412	0.0297975	0.0450851	0.0498968
DDB_G0285273	474	0	0	0	0	0.0786122	0.447743	43.9201	22.6464
DDB_G0285275	831	3.72258	3.3811	8.65283	13.0217	12.5551	11.5098	2.58022	3.4646
DDB_G0285277	543	3854.99	3453.11	1087.34	1123.92	529.854	402.814	465.743	534.467
DDB_G0285279	384	30.4418	16.0669	25.6523	27.509	6.46817	4.79988	1.71622	1.16941
DDB_G0285281	774	2.30767	1.58802	28.6392	20.8733	2.77399	2.66165	2.85624	2.75745
DDB_G0285283	1854	0.136484	0.167649	0.774898	0.851429	38.5432	64.1785	29.3121	10.2555
DDB_G0285285	1323	3.04623	1.61136	3.39806	3.43218	1.24926	1.255	0.688425	0.574759
DDB_G0285289	849	0.0709034	0.103399	0.462242	2.19143	0.700658	1.13641	202.835	136.491
DDB_G0285291	1239	13.0125	13.0846	43.3803	56.3819	58.9032	57.8048	55.6051	67.8381
DDB_G0285293	276	109.171	94.0309	315.959	472.958	460.202	424.571	184.849	163.033
DDB_G0285295	867	5.19281	3.41637	20.8883	25.7781	20.3154	17.4885	10.3482	10.5084
DDB_G0285297	3198	0.419383	0.403675	1.26596	1.04128	0.470715	0.411078	0.229972	0.258552
DDB_G0285299	1635	0.042034	0	0.130527	0.0787985	0.100428	0.135445	3.96132	4.55096
DDB_G0285301	434	0	0	0.616537	0.643441	0	0	1.39802	6.51637
DDB_G0285303	1653	1.03751	0.540182	1.84114	1.95768	0.495661	0.340353	0.733924	0.654728
DDB_G0285305	2127	1.20781	1.17243	0.608079	0.745539	0.454268	0.350312	1.28286	1.57903
DDB_G0285211	1395	168.234	146.691	121.874	79.7869	26.4303	30.7013	56.9128	59.673
DDB_G0285213	2184	3.03565	2.46729	4.44478	3.65785	4.90232	5.22258	3.79166	3.42775
DDB_G0285215	1527	6.17675	5.91388	125.536	144.368	118.317	134.048	19.5291	17.2677
DDB_G0285219	831	7.88311	5.80377	30.5878	24.6825	25.7725	33.2993	20.2849	19.732
DDB_G0285221	531	7.69019	5.9435	13.6397	21.9247	16.382	13.218	3.79226	2.86607
DDB_G0285223	2514	0.453687	0.245459	1.39353	1.48798	1.46428	1.51655	0.164004	0.308516
DDB_G0285225	1701	0.0200778	0.0108868	16.5134	18.8217	7.76297	7.98096	3.58223	4.31213
DDB_G0285227	186	0.446729	0	1.83332	1.28814	2.84932	1.19374	8.0727	6.1089
