Geneid	length	lib13	lib14	lib15	lib16	lib17	lib18	lib19	lib20
DDB_G0280429	3639	1.0089	0.601516	1.7965	0.933243	0.460521	0.523839	0.671846	0.829603
DDB_G0280431	1725	3.21884	2.73871	5.47237	4.66199	2.03335	2.81503	7.62633	6.14926
DDB_G0280433	171	1.02982	0.62772	2.10058	1.38159	3.09044	0.65315	1027.41	305.316
DDB_G0280435	4620	5.39375	4.16645	8.22237	10.0559	5.34899	5.90018	3.31961	3.19332
DDB_G0280437	897	0	0	10.5822	16.4775	44.7298	44.8671	1.75276	2.04422
DDB_G0280439	288	157.6	115.378	1197.77	1071.64	1394.92	1339.53	957.39	668.496
DDB_G0280441	837	0.385505	0.2636	4.45557	4.01132	1.0727	1.10157	1.22277	0.777021
DDB_G0280443	1584	2.34348	1.77404	5.02947	3.40732	3.15457	3.8733	1.35036	1.17505
DDB_G0280445	432	44.39	34.2191	27.1159	17.2649	15.659	12.7343	1.7438	2.22088
DDB_G0280447	1326	8.05195	6.79304	25.631	29.1184	25.6433	22.7806	12.5513	8.30358
DDB_G0280449	864	5.95569	4.18968	40.1373	39.8779	30.894	26.5822	11.2817	10.2772
DDB_G0280451	444	5.74714	4.15108	7.43201	5.52613	9.27392	6.39147	3.92543	3.11034
DDB_G0280453	681	6.6103	4.25517	22.4451	27.903	24.4824	19.7112	3.42338	3.05216
DDB_G0280455	2826	4.05833	2.55046	6.52332	9.07212	3.07477	3.10826	1.39536	1.83479
DDB_G0280457	1278	2.54343	1.64994	17.1904	23.1773	17.1249	16.6629	9.65017	9.94965
DDB_G0280459	4311	0.429355	0.300952	0.510605	0.595673	0.192106	0.159748	0.433903	0.469823
DDB_G0280461	1257	0.0861794	0.0311787	18.406	20.7492	34.8613	37.4377	40.1658	38.2222
DDB_G0280463	2241	1.49418	1.00356	0.417639	0.357358	0.183272	0.197103	0.429445	0.318657
DDB_G0280465	900	27.4589	22.1173	22.8502	21.0577	23.7367	21.9723	13.049	8.89052
DDB_G0280467	255	0	0	0	0	0	0.666397	4.91718	11.2329
DDB_G0280469	1887	3.93321	3.06393	25.0015	31.6068	32.5222	33.0432	26.7446	24.3387
DDB_G0280471	5487	4.82755	3.86486	15.7325	18.686	9.91102	10.4492	12.3668	13.2719
DDB_G0280473	1920	0.364893	0.210782	10.9822	11.7004	2.95809	2.93805	4.90666	6.78912
DDB_G0280475	654	27.5691	27.6059	28.2395	33.8131	36.7576	38.2583	10.432	8.4018
DDB_G0280477	1353	4.96012	3.72127	9.01525	10.6447	5.72832	6.52196	2.79587	3.32668
DDB_G0280479	594	7.35178	6.8506	33.1491	33.53	10.235	12.6728	42.8035	29.1792
DDB_G0280481	2148	2.29804	1.0856	12.4072	14.1676	10.5402	9.81605	11.6152	11.9314
DDB_G0280483	813	0.651794	0.713531	0.891639	0.637969	0.186487	0.271976	0.311445	0.223375
DDB_G0280485	1611	1.36811	0.742133	0.303489	0.213781	0.0638782	0.10024	0.118192	0.151255
DDB_G0280487	915	3.18717	2.71004	3.64989	1.89657	0.735558	1.2544	2.45078	2.01315
DDB_G0280489	1869	1.56882	1.41687	1.35972	0.764864	0.504408	0.621623	1.37253	1.65433
DDB_G0280491	2517	7.13641	5.36073	26.4758	32.3927	58.5708	65.6586	68.8171	100.96
DDB_G0280493	1803	0.441427	0.142538	0.399948	0.597837	0.0447599	0.0549155	0.134761	0.0918273
DDB_G0280495	1458	29.6987	27.2358	40.4391	35.9543	24.5986	19.4788	5.39673	9.21538
DDB_G0280495	1401	5.83E-08	2.61567	1.31602	2.36438	12.4276	12.1885	9.28831	5.27164
DDB_G0280497	420	0.147327	0	0.131598	0	0.101333	0	0	0.174538
DDB_G0280499	303	0	0	0	0	0	0	0.384978	0
DDB_G0280501	651	0.724199	0.569718	56.567	71.3144	59.6972	67.9796	24.6092	19.2673
DDB_G0280503	1584	1.84209	0.768749	4.25571	5.51987	9.38555	10.2137	8.45487	9.47163
DDB_G0280505	1077	4.28482	3.49627	62.8328	62.0268	45.6721	56.0699	45.8301	59.9621
DDB_G0280507	1359	0.735453	0.427393	5.06824	5.88255	5.4516	5.02131	12.3419	14.2161
DDB_G0280509	2655	0.158755	0.105688	0.075801	0.0759058	0.00721583	0	0.0335364	0.0329954
DDB_G0280511	3186	0.521337	0.330576	0.337771	0.180477	0.0354482	0.0697617	0.0879655	0.0811268
DDB_G0280513	2868	1.93332	1.22733	9.04552	10.7997	5.84512	6.44679	8.04852	9.5152
DDB_G0280515	1368	0.090654	0	0.326071	0.443783	0.0934056	0.0914877	0.129312	0.268811
DDB_G0280517	279	0.182179	0	1.34596	4.32305	15.397	13.4178	4.55855	1.40626
DDB_G0280519	1767	3.36964	3.12049	9.34403	12.3628	9.86103	11.6818	9.00093	11.7746
DDB_G0280521	4269	0.213116	0.192795	0.100215	0.133893	0.030689	0.0315855	0.0331727	0.0379103
DDB_G0280523	1329	1.45104	0.954488	4.75322	5.70824	1.40062	2.1851	1.78278	2.12544
DDB_G0280525	4869	1.78095	1.51729	7.73745	6.85081	3.4643	3.91516	5.73801	6.37981
DDB_G0280527	8808	2.91168	1.74344	0.78268	0.734584	0.611495	0.728586	0.949654	0.788059
DDB_G0280529	1626	21.2276	17.8014	103.365	124.243	61.6388	66.8974	77.9604	88.3868
DDB_G0280037	1236	49.9861	53.5363	114.872	102.014	148.807	120.128	240.275	229.528
DDB_G0280039	2985	2.21005	1.60481	18.5654	20.4969	15.1158	14.4402	8.21362	10.4372
DDB_G0280041	1437	26.6317	27.0764	6.89571	3.8862	7.21174	8.44559	4.26476	2.74606
DDB_G0280043	627	42.2445	33.623	144.363	174.586	196.865	186.293	145.194	152.31
DDB_G0280045	912	22.5358	22.9957	63.6162	41.4475	160.109	173.22	6.99907	4.47259
DDB_G0280047	2730	0.290582	0.262704	29.9985	39.0461	48.6063	52.6264	36.1361	34.5109
DDB_G0280049	459	0	0.0694313	62.8495	72.2713	94.0093	80.4329	4.84903	4.57735
DDB_G0280051	960	2.55141	2.78435	311.208	420.843	960.435	926.015	981.422	1046.03
DDB_G0280053	1170	0.312989	0.187339	134.793	177.908	330.47	329.073	154.559	146.972
DDB_G0280055	4155	3.82759	3.08984	6.63843	5.6347	2.8503	3.55421	2.16348	2.81562
DDB_G0280057	2304	23.8857	21.7477	272.246	308.791	41.4848	28.7508	14.6768	16.9518
DDB_G0280059	1803	0.892247	0.875588	44.8608	31.2868	28.6799	35.3766	77.9953	91.8783
DDB_G0280061	288	161.147	110.031	775.611	1057.01	1440	1370.5	1227.94	1081.97
DDB_G0280063	906	0	0.023673	0.03852	0.192211	0.106535	0.07785	0	0.0720169
DDB_G0280065	4209	1.79142	1.25711	3.32679	4.23018	2.58722	2.63921	1.6196	1.97148
DDB_G0280067	1551	9.04278	6.12169	16.6327	15.0616	10.0792	7.97527	17.2924	14.7727
DDB_G0280069	1032	4.37578	3.6124	12.4255	16.2178	26.5029	23.1747	24.1371	21.8064
DDB_G0280071	2457	2.53934	1.62056	3.52463	3.91234	2.32015	2.46003	4.42052	4.91155
DDB_G0280073	1194	3.32752	2.02608	3.17141	3.99133	1.71637	1.78713	0.76463	0.803345
DDB_G0280075	1587	0.05438	0.0944062	0.0772064	0.081594	0	0.0127545	0	0.0118427
DDB_G0280077	408	39.9251	28.7298	60.6728	85.173	65.0774	51.415	7.55183	8.26825
DDB_G0280079	2745	2.24397	1.77717	4.18832	5.40865	5.32283	5.43821	2.81297	3.23912
DDB_G0280081	3288	1.58956	0.979614	2.35448	2.2918	1.67853	2.0732	1.39221	1.42705
DDB_G0280083	1038	1.47213	1.08955	1.25925	0.917164	1.32826	1.05915	0.853371	0.760766
DDB_G0280085	798	0.102878	0.19717	2.51587	2.32543	1439.76	2385.1	1969.22	439.724
DDB_G0280087	3414	3.43932	2.6721	13.5313	14.8241	6.97996	7.39596	1.69698	2.26505
DDB_G0280089	1374	6.7681	5.05781	17.6666	24.5775	13.0967	11.3317	14.24	13.4014
DDB_G0280091	558	10.5517	8.81846	96.2919	117.223	129.19	112.054	104.177	107.556
DDB_G0280093	3612	2.52486	2.38737	19.3596	22.4085	17.8779	16.6131	6.51772	8.59402
DDB_G0280095	258	0	0	2.47691	4.65573	3.5523	5.48972	1.19021	2.00384
DDB_G0280097	1383	0.191753	0.0833224	3.38129	6.15225	6.03664	9.34386	13.6546	14.2969
DDB_G0280103	399	2.53155	1.29744	62.2759	65.6602	73.4902	81.1743	32.9407	20.4907
DDB_G0280105	1692	6.29246	6.27651	3.51288	2.72529	5.83461	7.38019	41.0439	40.8407
DDB_G0280107	369	0	0	0	0	0	0	0	0.116299
DDB_G0280109	432	7.31702	4.22845	19.404	22.6486	7.06565	4.51571	1.41165	2.5499
DDB_G0280111	3381	2.00553	1.62418	7.44208	8.6653	6.66071	6.42135	8.53676	10.927
DDB_G0280113	3054	0.260606	0.173573	0.911868	0.777658	1.18249	1.01651	0.104278	0.102152
DDB_G0280115	1602	0.290465	0.12839	0.74458	1.04906	0.167194	0.138746	0.071384	0.035136
DDB_G0280117	3429	1.02859	0.956479	10.0308	5.32975	0.77469	0.902061	1.1478	1.21901
DDB_G0280119	3606	2.83817	1.58966	4.24979	5.19575	2.92797	3.56582	2.5027	2.94282
DDB_G0280121	885	2.74321	1.32064	9.18273	9.16788	5.71307	5.49456	2.06204	1.08373
DDB_G0280123	708	0.517849	1.00382	1.03008	0.468262	0.306419	0.259769	0.312133	0.342258
DDB_G0280125	3804	1.94684	1.34025	4.25417	3.53255	1.6247	2.16032	3.71443	5.33865
DDB_G0280127	1215	2.22632	1.49532	1.11438	0.469398	0.487389	0.264898	0.598513	0.605867
DDB_G0280129	243	32.2565	25.0025	15.0015	8.22694	13.5467	14.2361	3.12767	2.01081
DDB_G0280131	3579	2.09726	1.54445	15.5196	19.0301	14.5962	15.3037	8.25455	9.45618
DDB_G0280133	4518	2.72157	2.04556	10.5603	13.5085	9.36699	9.12652	5.00727	4.90899
DDB_G0280135	984	13.3098	10.2951	24.999	29.8995	22.9	22.4584	25.0647	11.3624
DDB_G0280137	975	4.6864	3.4373	10.0074	10.6772	7.56853	7.54119	14.6724	16.1986
DDB_G0280139	150	0	0	0	0	0	0	4.10088	0.664566
DDB_G0280141	1851	2.98083	1.96611	45.4312	35.6218	33.43	41.296	159.918	178.747
DDB_G0280143	1986	4.60513	2.75447	12.6206	14.5359	8.68542	7.5863	6.76437	6.87628
DDB_G0280145	2607	3.93034	2.93813	19.7084	18.501	7.23792	8.56517	2.03248	1.89939
DDB_G0280147	1641	1.81005	1.44138	1.39253	0.928371	0.549952	0.637529	0.983098	1.34347
DDB_G0280149	3849	0.0491648	0.0619741	0.530263	0.360734	0.028907	0.0426887	0.0179501	0.0132422
DDB_G0280151	144	20.8376	6.01901	3.33721	4.69858	1.7862	0	1.93455	0
DDB_G0280153	900	1.90341	0.550172	0.272033	0.388054	0.0268999	0.130959	0.0491633	0.0727897
DDB_G0280155	1233	0.0440288	0.0319241	0.0521207	0.0368726	0	0.0346745	0.0163236	0
DDB_G0280157	4026	0.58598	0.379832	0.713367	0.556988	0.19744	0.262217	0.316547	0.180925
DDB_G0280159	2727	8.51635	8.64114	21.4556	19.0759	4.33641	5.49114	5.79006	4.42139
DDB_G0280161	972	1.028	0.474538	5.76132	7.12224	2.1277	1.62738	0.642445	0.458483
DDB_G0280163	1215	4.13886	3.47824	7.29651	6.21483	1.87735	1.67769	1.33003	1.83398
DDB_G0280165	2439	2.98833	3.176	12.5493	12.1374	9.1113	9.55705	3.6022	4.01548
DDB_G0280167	2253	0.263278	0.134598	0.142693	0.245826	0.138694	0.0851837	0.112665	0.213809
DDB_G0280169	243	0	0	0	0.391759	0	0.374634	0	0
DDB_G0280171	2271	8.17698	7.9419	245.424	199.946	72.2669	79.3687	13.1048	13.7585
DDB_G0280173	420	19.1525	17.0189	31.7151	26.8908	31.616	29.6353	15.8555	13.9631
DDB_G0280175	1821	4.11391	2.89905	6.03054	6.55939	5.42002	5.08128	1.99838	1.82568
DDB_G0280177	3666	9.47924	8.18479	28.0977	35.1912	28.601	28.6765	36.2456	44.157
DDB_G0280179	855	1.31103	1.45931	18.8972	19.2933	14.7109	18.0591	17.2762	12.3528
DDB_G0280181	1002	0	0	59.5181	76.2294	153.183	140.05	46.624	50.7465
DDB_G0280183	1596	0.432195	0.504093	3.0872	2.87739	5.68421	4.32026	0.991852	0.858768
DDB_G0280185	1044	1.15469	0.629251	2.46806	1.34275	0.373474	0.493408	0.988159	1.11273
DDB_G0280187	876	274.526	343.076	320	271.252	265.544	269.091	185.103	209.946
DDB_G0280189	1293	0.0277114	0.0301237	0.959413	1.82574	2.27033	2.17349	7.37299	6.62424
DDB_G0280191	1323	0.350451	0.263678	2.51265	2.60372	1.63864	1.58861	0.209519	0.294748
DDB_G0280193	2466	0.761271	0.537271	3.00564	3.84542	3.5248	2.87226	3.42022	2.23396
DDB_G0280195	5115	4.784	3.82741	7.57589	8.07308	4.89493	7.06104	4.24867	4.94637
DDB_G0280197	1440	0.987094	0.648435	2.46596	2.68608	0.760286	0.730683	0.310616	0.252643
DDB_G0280199	1389	0.0127179	0.0138152	0.970792	1.78505	149.093	143.971	97.706	8.91656
DDB_G0280201	753	5.13184	5.93378	20.0077	18.5546	60.1786	51.319	48.2392	53.6214
DDB_G0280205	1584	4.45807	3.45346	13.1733	16.4642	9.26817	10.3032	4.05109	4.37974
DDB_G0280207	858	3.44856	2.6499	11.5582	10.1177	7.36194	8.81722	4.22586	3.75246
DDB_G0280209	4770	1.03261	0.596908	1.94641	2.34396	1.15814	1.2956	0.861556	0.829817
DDB_G0280211	750	5.74989	5.44499	124.056	153.175	80.2191	76.5571	237.686	273.227
DDB_G0280215	1251	0.0288401	0	0.998575	1.77466	2.13999	2.36664	1517.6	630.779
DDB_G0280217	183	6.43008	2.30186	0	1.97654	7.5616	15.7589	9653.92	10730.2
DDB_G0280219	378	30.0075	23.4595	519.445	589.874	500.049	475.419	115.174	104.333
DDB_G0280221	6531	3.36682	2.43128	5.1605	5.51505	5.58862	5.6556	3.85554	4.39132
DDB_G0280223	366	0.489504	0.112956	0	0.67406	0.278446	1.05055	7.55868	10.3137
DDB_G0280225	240	190.356	287.557	3166.82	3518.84	5501.9	4438.54	769.538	699.51
DDB_G0280227	1737	0.107807	0.0425075	0.104343	0.0367151	0.0116887	0	0.0108236	0.0106537
DDB_G0280229	384	16075	13704.9	5088.81	5277.76	1348.37	1073.65	1269.46	1202.69
DDB_G0280231	237	0	0	0	0	0	0	0	0
DDB_G0280233	975	0.433196	0.365213	1.29463	1.39376	0.120388	0.187903	0.0661882	0.0652291
DDB_G0280235	1182	12.317	8.18955	77.0927	81.6927	20.8073	21.4833	5.09371	4.83081
DDB_G0280237	945	3.83451	3.02176	7.0333	7.75739	6.15587	5.92864	2.71437	1.90446
DDB_G0280241	633	0	0	0	0	0	0	0	0
DDB_G0280243	903	11.8843	7.34753	8.47303	8.82642	6.42173	6.83003	4.30548	4.09951
DDB_G0280245	474	0.0583844	0.0652569	0.521378	0.154262	4.75131	6.87991	669.792	504.528
DDB_G0280247	897	4.15025	2.75908	29.3142	27.277	18.7433	19.1535	17.5029	18.471
DDB_G0280249	2316	0.987777	0.722254	2.11452	1.32459	1.80725	2.51337	0.117061	0.0691145
DDB_G0280251	975	3.20959	2.01942	4.37375	2.48886	2.1429	2.18437	7.23657	7.95795
DDB_G0280253	3522	5.95268	4.00433	6.07568	5.92185	3.65195	4.48669	5.59605	7.39304
DDB_G0280255	1002	21.7105	26.4963	115.726	130.418	120.37	101.074	82.6293	24.8071
DDB_G0280257	1245	3.27801	2.83923	1.95735	1.22052	0.490108	0.37683	1.30641	0.841881
DDB_G0280259	1530	4.60777	3.41204	22.0765	31.8764	17.5692	16.5187	9.57222	7.06167
DDB_G0280261	1743	3.69006	3.34479	12.9568	12.0555	9.53439	9.60744	5.72436	5.0509
DDB_G0280263	825	5.45495	3.79161	3.62666	1.93729	0.517235	1.15406	1.10925	0.957118
DDB_G0280265	543	0.78202	0.306263	0.984835	0.600355	0.421331	0.461414	0.267853	0.158863
DDB_G0280267	1110	3.4745	2.98329	54.3021	67.8041	84.7666	72.5058	81.8627	87.0625
DDB_G0280269	1824	1.01033	0.57269	0.756566	0.913801	0.909539	0.931964	0.562577	0.617671
DDB_G0280271	546	6.10747	7.78711	10.8955	8.50247	8.69704	8.33885	9.28363	9.28028
DDB_G0294499	474	0	0	0.208551	0.424221	12.3307	16.2149	421.475	365.939
DDB_G0294473	474	0.0583844	0	0.312827	0.69418	1.82164	0.556416	43.7689	34.704
DDB_G0280277	474	0.0583844	0	0	0.424221	0.749385	0.601477	103.551	84.9947
DDB_G0280279	165	2183.5	1791.27	2168.43	973.118	372.289	390.76	317.407	284.177
DDB_G0280281	1836	4.98656	3.19109	16.2748	17.1974	9.02795	9.25997	9.63396	5.54538
DDB_G0280283	3168	0.88765	0.687012	2.77234	3.36464	1.61097	1.49157	0.420406	0.40813
DDB_G0280285	597	0.433656	0.392004	1.82688	2.45161	1.57295	1.02663	0.227475	0.314479
DDB_G0280287	600	49.6333	38.6673	38.1994	35.4059	20.6725	23.3146	7.12813	6.23678
DDB_G0280289	2961	4.33404	3.22022	2.96263	1.83261	0.60155	0.579192	1.05362	1.06582
DDB_G0280291	1323	2.48011	1.65531	3.78194	5.03911	2.06047	2.66886	2.64891	2.2843
DDB_G0280293	1371	4.95517	2.99185	8.96873	9.79344	3.83383	3.38894	9.45847	5.83266
DDB_G0280295	765	0.4637	0.149508	0.873419	0.487239	0.170063	0.297216	0.741782	0.823204
DDB_G0280297	225	7.53174	5.11566	199.904	270.913	173.517	144.032	29.5381	26.5487
DDB_G0280299	1389	9.48759	12.6824	19.7771	17.9302	5.19488	5.01407	3.93532	5.36104
DDB_G0280301	312	2.3896	0.669539	6.62243	7.41514	5.98815	2.9444	1.42775	1.04993
DDB_G0280303	564	1.98715	1.91392	14.9468	11.8633	13.2471	12.9998	3.00713	3.12037
DDB_G0280305	153	0	0	0	0	0	0	0.799586	0
DDB_G0280307	1647	0.041675	0	206.077	221.301	193.47	251.379	180.51	213.186
DDB_G0280309	2604	0.816992	0.721967	1.792	1.6206	3.36923	3.40522	1.23337	1.26743
DDB_G0280311	3255	3.92158	2.22807	10.79	12.3444	7.31328	7.24181	2.98605	3.89996
DDB_G0280313	555	124.693	110.582	538.649	546.333	268.4	221.53	38.9719	43.3554
DDB_G0280315	975	33.8681	27.0043	142.479	189.527	149.786	112.131	150.203	156.137
DDB_G0280317	615	90.193	80.7234	14.6831	16.9747	19.1399	18.4592	9.96008	10.3474
DDB_G0280319	3130	19.538	20.2838	21.5173	19.4122	29.9351	30.2544	57.0978	60.4981
DDB_G0280321	2139	1.60048	1.38437	4.92104	5.55951	4.02661	4.1098	1.43759	1.81331
DDB_G0280323	147	54.4544	47.5104	50.704	25.3274	25.2498	18.7119	51.4488	34.9386
DDB_G0280325	147	12.0306	12.2375	14.4869	10.2679	6.4743	6.23731	2.48946	2.68758
DDB_G0280327	129	688.166	340.234	133.985	95.2649	24.8905	22.4395	31.8123	31.5958
DDB_G0280329	1128	0.163732	0.106959	1.13415	1.54582	0.794104	0.795619	0.164307	0.125891
DDB_G0280331	147	0	0.719855	6.03619	9.61405	10.3589	6.86152	12.4479	8.78858
DDB_G0280333	693	0.345702	0.207255	1.62231	1.00769	1.8224	1.84128	2.75913	1.90979
DDB_G0280335	432	108.362	73.3714	217.424	261.944	165.756	137.458	48.1621	47.4611
DDB_G0280337	378	0.457431	0.837841	12.122	9.98094	4.65041	5.10811	564.307	424.052
DDB_G0280339	714	1.89578	1.68537	5.35536	5.54834	6.6151	8.97493	3.08172	1.75707
DDB_G0280341	543	0.460012	0.204175	8.69937	8.10479	78.3676	122.505	67.7668	88.6984
DDB_G0280343	966	4.66321	3.93594	21.6729	29.9835	25.8945	27.4209	23.7215	27.2309
DDB_G0280345	1005	32.0247	29.9874	87.0507	100.971	101.744	87.0263	53.6688	35.8631
DDB_G0280347	378	9.88052	8.58787	54.0576	52.2752	51.2837	42.6892	15.6752	12.4494
DDB_G0280349	693	4.58841	3.41971	4.0278	2.33785	0.831964	0.537039	1.25415	1.13173
DDB_G0280351	1065	7.26623	4.40912	9.06372	7.6967	2.78183	2.46635	2.29934	1.99435
DDB_G0280353	2703	2.3293	2.31241	7.04054	6.03601	7.28645	6.75535	5.40588	3.72691
DDB_G0280355	168	0	0	0	0	0	0	0.718155	0.63396
DDB_G0280357	912	0.043127	0	0.534867	0.626795	0.317039	0.463752	123.637	119.295
DDB_G0280359	159	0	0.685554	1.14413	0	1.2479	0	0	0.668505
DDB_G0280361	231	0	0	0	0	0	0	0.390681	0.37321
DDB_G0280363	2250	2.70259	2.33914	11.913	12.7291	11.5029	15.0063	8.47863	11.7374
DDB_G0280365	561	37.8307	25.0124	45.56	48.2745	12.1249	14.6941	17.4906	15.3596
DDB_G0280367	909	0	0.0235686	0.958793	1.77684	3.36694	3.07405	20.8006	19.9544
DDB_G0280369	4443	3.66007	2.61627	4.97478	5.36679	2.57987	2.25621	2.85154	3.14933
DDB_G0280371	1620	2.11331	2.18895	7.21801	6.65043	6.11723	7.39399	9.194	10.403
DDB_G0280373	573	19.0704	10.484	5.25488	4.59652	1.47258	1.94124	0.9754	1.20463
DDB_G0280375	4827	2.60791	1.73196	17.9676	17.1129	16.1805	20.8348	10.2999	15.0012
DDB_G0280377	2355	3.8768	2.54694	5.44884	5.91255	5.22082	5.40591	5.4993	6.3463
DDB_G0280379	1659	0.516593	0.414643	3.52022	3.87301	2.39368	1.99713	1.33603	1.1915
DDB_G0280383	654	6.67824	3.58274	62.3343	87.4644	49.5901	39.9821	10.5889	10.2603
DDB_G0280385	1332	3.67669	3.32719	17.3035	22.1844	19.7728	21.5518	30.4561	30.649
DDB_G0280387	183	9.64513	10.9338	82.6472	34.9189	37.808	39.3973	39.0562	25.0759
DDB_G0280389	153	1.2117	0.688999	2.36669	0.700129	2.58439	4.46279	4.79751	3.34733
DDB_G0280391	369	0.673673	0.110796	12.6207	16.1337	5.87644	4.50424	11.6521	13.1589
DDB_G0280393	1239	20.3383	18.9772	56.0101	65.7531	44.7312	47.3888	21.3527	22.4203
DDB_G0280395	1302	0.0137405	0	0.195163	0.0344819	0.0827497	0.145823	0.0457856	0
DDB_G0280397	3216	1.34324	0.985252	2.94285	2.44143	2.60716	3.1246	0.178839	0.119348
DDB_G0279909	1890	9.38357	7.58329	54.5569	39.5006	20.0759	19.4816	27.0618	28.3835
DDB_G0279911	663	217.282	218.482	155.404	167.17	49.259	42.1182	62.2928	54.148
DDB_G0279913	4137	1.05594	0.734792	4.97572	4.98618	3.88441	4.12716	3.04988	3.01635
DDB_G0279915	2304	0.92746	0.895858	1.35402	1.41191	2.7217	3.0404	2.09556	1.41329
DDB_G0279917	2205	0.575667	0.426381	3.45623	2.30952	0.906636	0.965934	0.140537	0.147484
DDB_G0279919	2253	0.491035	0.351731	2.1905	2.51633	2.34846	2.93304	0.53076	0.52914
DDB_G0279921	2307	15.7442	11.9687	0.442265	0.478821	0.143482	0.124425	0.203766	0.161945
DDB_G0279923	1629	1.11212	0.561436	4.42838	5.04873	5.11424	5.48764	1.21834	0.965895
DDB_G0279925	888	14.933	13.692	101.989	110.364	81.4101	66.9924	18.197	16.9027
DDB_G0279927	2823	1.31945	1.07492	12.9756	18.7229	12.7655	11.7668	3.01732	2.80716
DDB_G0279929	1362	0.422283	0.00162705	0.00186326	0	0.0486631	0.0826803	0	0
DDB_G0279931	1911	0.192351	0.227382	0.986439	0.978202	0.55704	0.691718	0.177118	0.102286
DDB_G0279933	1797	1.48017	0.889159	3.06122	3.09483	2.12314	2.37051	2.75764	3.1137
DDB_G0279935	513	9.78344	10.378	5.69978	4.52151	4.96131	3.01038	3.74256	4.10993
DDB_G0279937	3324	1.59104	0.828485	5.08196	6.19787	5.4665	6.141	4.63956	4.94552
DDB_G0279939	165	615.064	404.163	565.821	466.601	261.421	236.985	84.837	61.3564
DDB_G0279941	2643	6.72528	5.90812	5.59355	4.20322	1.74774	1.99679	1.72564	1.83045
DDB_G0279943	1488	1.47736	1.29834	11.1547	10.5079	17.6343	18.9098	48.7072	22.2576
DDB_G0279945	1926	1.15038	0.774348	13.7299	16.7588	2.53961	3.76591	0.701487	0.813336
DDB_G0279951	459	1.61084	1.80521	318.12	446.44	612.151	574.725	313.864	437.682
DDB_G0279953	1404	0.263694	0.23186	1.40427	1.66769	2.62382	3.17624	3.92633	5.59339
DDB_G0279955	999	1.60307	2.06053	3.79783	3.88073	2.60957	2.3647	1.04684	0.905272
DDB_G0279957	1401	0.264363	0.164085	18.883	22.2092	0.453567	0.251798	0.153551	0.206172
DDB_G0279959	1326	49.414	31.7301	28.3516	26.9651	22.0985	27.2322	4.95485	3.79209
DDB_G0279961	1275	0.605959	0.474952	0.325271	0.442244	0.169885	0.232798	0.0939628	0.0771141
DDB_G0279963	297	176.694	87.9408	136.005	164.151	54.6355	62.3834	28.7928	26.6657
DDB_G0279965	1203	3.61467	2.64905	27.1528	29.1794	39.2842	35.6025	8.07973	7.72602
DDB_G0279967	828	1.19808	0.294318	2.08696	2.05179	0.877714	0.618206	0.275894	0.163236
DDB_G0279969	2280	2.02088	1.52359	4.81353	2.58747	0.615796	0.45388	1.07203	0.906412
DDB_G0279971	1194	1.11426	0.94661	0.731863	0.498895	0.553669	0.667917	0.985523	0.887026
DDB_G0279973	459	17.2856	19.7185	114.523	68.3293	247.194	226.978	264.713	177.645
DDB_G0279975	1815	0.223714	0.0707295	0.0661558	0.0232662	0.0111038	0.043596	0.0308615	0.0202503
DDB_G0279977	759	7.47419	4.44531	7.55609	7.56873	9.80923	9.68935	2.68885	2.28242
DDB_G0279979	2172	6.13362	3.78283	27.8068	33.2142	16.8962	17.3147	13.7356	10.437
DDB_G0279981	912	4.01734	2.39343	8.22935	13.2319	7.12532	6.13447	3.90983	4.04436
DDB_G0279983	2301	0.0500122	0.0390172	2.15434	1.66296	5.1128	6.76353	61.2371	70.7212
DDB_G0279985	2901	5.24071	5.00178	7.48394	4.40918	0.503938	0.766114	1.66173	1.59889
DDB_G0279987	675	0.0326705	0.0359369	0	0	0.0826391	0	30.7513	27.4825
DDB_G0279989	465	5.50426	2.57306	5.18375	4.80347	2.94277	3.48905	0.930999	1.20673
DDB_G0279991	2448	0.974291	0.62829	2.23695	2.71455	2.13224	2.29021	0.770324	0.931196
DDB_G0279993	165	0	0	0	0	0	0	0	0
DDB_G0279995	2523	0.142101	0.118824	0.436668	0.248916	0.335981	0.548048	13.0411	19.4564
DDB_G0279997	546	3727.24	3120.15	1205.01	1090.52	405.246	385.529	502.748	438.166
DDB_G0279999	3315	0.35672	0.313833	1.58801	0.650179	0.247083	0.382724	1.36426	0.910985
DDB_G0280001	3261	0.755127	0.509373	1.14937	1.16608	0.405643	0.43336	0.215218	0.252412
DDB_G0280003	3324	0.217857	0.143155	1.06265	0.480285	0.19492	0.246593	0.224714	0.256483
DDB_G0280005	3228	0.179625	0.115433	0.951167	1.18374	0.666557	0.910635	0.0725157	0.100219
DDB_G0280007	3033	1.91335	1.46304	58.0638	65.0575	41.1546	45.5561	25.1278	22.2614
DDB_G0280011	1953	19.6222	12.0952	23.3344	27.7092	9.62286	11.0965	5.77642	6.49353
DDB_G0280013	480	55.9623	54.3581	2.24173	4.59242	11.0265	6.98582	35.7435	35.7542
DDB_G0280015	2226	1.97902	1.19648	4.52253	4.35576	1.80137	1.61468	0.962525	0.939121
DDB_G0280017	6825	2.63536	1.73171	4.53896	5.63249	2.62541	3.20825	3.87876	4.43971
DDB_G0280019	702	0.0308408	0.101655	17.1265	21.8185	252.51	260.455	282.364	123.852
